Wall time,Step,Value
1676906494.9617417,0,-322.2802734375
1676906943.9604933,9806,-444.5841064453125
1676907414.0823917,20311,-377.5492248535156
1676907932.2572892,31493,-415.5143737792969
1676908438.4581268,42304,-334.30963134765625
1676908915.0407574,52344,-357.44158935546875
1676909413.034864,63029,-409.5072021484375
1676909966.1783552,74262,-338.5526428222656
1676910554.265701,87032,-272.629638671875
1676911087.6524878,98559,-204.7609405517578
1676911594.1349611,108568,-372.98236083984375
1676912078.7326407,118365,-262.1255798339844
1676912572.094359,128202,-252.00070190429688
1676913110.357875,138995,-275.55230712890625
1676913675.6028302,150650,-166.67001342773438
1676914191.986683,160945,-207.85345458984375
1676914812.2514899,171044,-292.3937683105469
1676915584.194463,184419,-277.9706115722656
1676916480.6398282,204879,-118.80784606933594
1676917958.505346,238856,-22.00656509399414
1676919501.2801137,279647,-101.29914855957031
1676921161.0938787,320233,-59.72467803955078
1676922752.7265973,353969,-126.23662567138672
1676924300.0116234,393734,-59.485504150390625
1676925768.016865,433388,-74.99596405029297
1676927295.2514558,468568,-149.51783752441406
1676928914.3209739,505625,-59.17120361328125
1676930574.091242,552544,-131.04225158691406
1676932127.473874,593509,-123.15641784667969
1676933695.3640275,633758,-108.30073547363281
1676935178.5386434,670843,36.085235595703125
1676936733.9533,710801,-100.14383697509766
1676938348.7139947,750319,-115.58198547363281
1676939972.4458444,794927,-20.324188232421875
1676941619.4960375,840847,2.253021240234375
1676943281.8987586,891902,28.326736450195312
1676944918.9630725,941389,-61.0112190246582
1676946566.136001,985814,-39.11029052734375
1676948187.3045962,1031273,-230.50869750976562
1676949824.5309827,1074104,-129.1442108154297
1676951502.4373198,1123837,63.14121627807617
1676953100.3023007,1169308,-127.33068084716797
1676954796.428231,1221355,-23.387250900268555
1676956490.8472612,1273418,69.88695526123047
1676958152.268974,1321069,-34.521663665771484
1676959838.1582055,1372382,-8.849480628967285
1676961512.7158878,1422285,28.9609432220459
1676963161.0546496,1474534,100.83821105957031
1676964878.8980699,1527659,-111.46778869628906
1676966558.2336152,1578493,138.90431213378906
1676968222.645202,1623262,-147.98385620117188
1676969946.99762,1675371,-80.2677993774414
1676971664.8062174,1729348,146.78347778320312
1676973301.6274824,1771081,15.391725540161133
1676974948.8408265,1813722,-114.76858520507812
1676976629.3206944,1859851,41.94157791137695
1676978169.479342,1897201,-23.53206443786621
1676979825.1152222,1941387,134.5856475830078
1676981487.9600158,1987765,-18.98459243774414
1676983188.098912,2037152,158.94708251953125
1676984868.240992,2087456,9.871623039245605
1676986536.9789722,2135126,-98.58229064941406
1676988192.0619364,2179369,55.52756881713867
1676989799.3162487,2217039,28.044063568115234
1676991445.5920715,2259630,-136.18077087402344
1676993046.127188,2307480,-153.3920135498047
1676994634.7254617,2355631,58.908634185791016
1676996234.5230486,2390587,21.186174392700195
1676997882.1591687,2438130,-168.61480712890625
1676999580.845345,2487350,125.9343490600586
1677001292.0301292,2538419,72.54606628417969
1677002948.4655142,2583550,-79.43409729003906
1677004492.6788063,2624181,-96.85910034179688
1677006102.3854327,2675627,-20.89215850830078
1677007804.1739104,2727145,58.993839263916016
1677009442.9413762,2776436,181.99301147460938
1677011018.6918664,2818421,-125.2857894897461
1677012646.3850765,2870922,-116.37772369384766
1677014350.1927524,2922815,63.010623931884766
1677015860.8719783,2960252,-82.10054779052734
1677017359.661205,2997253,171.9151153564453
1677018956.0924652,3034085,42.59746551513672
1677020570.716351,3072457,115.83377838134766
1677022202.3797138,3115801,-13.829818725585938
1677023823.9987977,3162647,197.0062255859375
1677025312.349481,3195890,156.2183837890625
1677026857.15794,3231504,198.63296508789062
1677028435.7596471,3272155,121.0783462524414
1677029915.5156808,3304204,-40.66096496582031
1677031536.7634418,3346472,70.22756958007812
1677033149.1046593,3389318,11.658578872680664
1677034681.6009216,3429250,31.693012237548828
1677036230.2610276,3467189,66.97872924804688
1677037860.903465,3515024,62.726600646972656
1677039557.7981544,3565850,99.05795288085938
1677041175.449986,3605708,16.477678298950195
1677042738.9432204,3645936,16.832849502563477
1677044384.9663556,3690129,-97.25883483886719
1677045853.6779778,3724702,237.38072204589844
1677047469.3829186,3761382,185.5749053955078
1677049084.3597584,3800876,151.39892578125
1677050556.059827,3833693,167.72752380371094
1677052156.1229477,3867031,78.39205169677734
1677053573.7390933,3895821,45.522178649902344
1677055180.5162227,3931506,-60.62355041503906
1677056773.2381163,3966952,-7.884927749633789
1677058365.7414935,4007011,253.01939392089844
1677059816.286071,4042142,-8.584484100341797
1677061237.8166938,4076492,122.1564712524414
1677062780.0202231,4114208,136.5070343017578
1677064279.8845932,4146426,37.25247573852539
1677065851.5439885,4180022,44.50287628173828
1677067355.9660723,4217813,-59.622833251953125
1677068956.395492,4256770,190.25759887695312
1677070418.0826914,4294141,135.3019256591797
1677071966.3319097,4336901,220.02804565429688
1677073543.0099227,4382033,213.898681640625
1677074959.8640282,4414445,191.7984161376953
1677076481.4178946,4449054,35.98279571533203
1677078143.7094402,4502286,28.86456298828125
1677079718.0591218,4546104,59.225521087646484
1677081290.317874,4586588,-39.36687469482422
1677082868.3608487,4622637,73.12548065185547
1677084459.2435627,4662335,88.36262512207031
1677086072.290947,4706006,-166.89370727539062
1677087645.207674,4745323,79.2376937866211
1677089255.5345492,4787837,-28.72178840637207
1677090706.9869576,4824721,73.46284484863281
1677092194.2912948,4863301,87.7334213256836
1677093775.4826384,4902333,198.27838134765625
1677095395.7828221,4945134,33.05299758911133
1677096956.427294,4991821,239.21206665039062
