Wall time,Step,Value
1678075236.4892209,2983,333.3333435058594
1678075945.740778,6087,243.3333282470703
1678076659.7386985,9123,770.0
1678077379.244594,12041,413.3333435058594
1678078152.2486312,15465,326.6666564941406
1678078937.748046,18985,360.0
1678079650.9235826,22157,263.3333435058594
1678080414.550532,25523,590.0
1678081183.6408582,29101,513.3333129882812
1678081950.449321,32749,430.0
1678082695.0146706,36297,443.3333435058594
1678083465.8078482,40271,323.3333435058594
1678084239.94275,43417,493.3333435058594
1678085058.1389267,47127,713.3333129882812
1678085876.5196965,51583,446.6666564941406
1678086724.5215998,55367,483.3333435058594
1678087522.0475833,59191,473.3333435058594
1678088288.0529556,62461,606.6666870117188
1678089056.1570535,66191,300.0
1678089854.5099318,70757,760.0
1678090645.5837953,74407,860.0
1678091435.8541846,78637,356.6666564941406
1678092276.8126721,83435,650.0
1678093085.0255997,87279,550.0
1678093863.8692193,91689,450.0
1678094978.4591434,96991,776.6666870117188
1678095797.8371382,102511,770.0
1678096582.8677857,107355,436.6666564941406
1678097399.9502711,112351,943.3333129882812
1678098241.0037074,118281,1050.0
1678099092.9618626,123609,736.6666870117188
1678099902.21611,128735,766.6666870117188
1678100772.5122116,134533,726.6666870117188
1678101631.1524813,140215,883.3333129882812
1678102456.6195884,145543,546.6666870117188
1678103300.2289977,150613,1513.3333740234375
1678104109.8400452,156151,760.0
1678104974.4986799,162195,1296.6666259765625
1678105801.3359497,168539,803.3333129882812
1678106670.3425357,173951,1320.0
1678107512.4293985,179071,1453.3333740234375
1678108374.658622,184407,1060.0
1678109264.9785721,189915,1306.6666259765625
1678110128.7272396,196455,1103.3333740234375
1678110995.4554794,201953,1126.6666259765625
1678111878.9879875,208361,1330.0
1678112760.4807715,215207,1200.0
1678113630.6170106,220657,1926.6666259765625
1678114486.7721364,226523,1133.3333740234375
1678115348.387357,232383,1076.6666259765625
1678116281.5565758,238683,833.3333129882812
1678117137.817834,244053,830.0
1678118003.1743767,249983,723.3333129882812
1678118819.6641939,254979,900.0
1678119704.9416664,260947,1036.6666259765625
1678120541.2242103,265601,940.0
1678121388.2710097,271175,1170.0
1678122268.0888891,276521,846.6666870117188
1678123168.579511,282963,890.0
1678124059.6522398,288933,1030.0
1678124986.414028,295105,1563.3333740234375
1678125870.440553,301083,1326.6666259765625
1678126771.4475281,306545,996.6666870117188
1678127665.7173843,313199,1120.0
1678128578.0343404,319345,1123.3333740234375
1678129476.0988941,325553,970.0
1678130349.743887,331593,933.3333129882812
1678131269.82829,338423,750.0
1678132152.2863238,344487,1560.0
1678133021.1211462,350543,896.6666870117188
1678133940.4284542,356703,946.6666870117188
1678134842.5603507,363017,1303.3333740234375
1678135749.570196,370087,940.0
1678136635.0129738,376193,1443.3333740234375
1678137553.3582275,383275,770.0
1678138456.8550806,389767,853.3333129882812
1678139376.462005,395423,1476.6666259765625
1678140293.4765363,401705,996.6666870117188
1678141182.7902281,407721,1566.6666259765625
1678142068.3654845,413739,806.6666870117188
1678142966.5825362,419947,973.3333129882812
1678143839.7013144,425945,956.6666870117188
1678144772.8681502,432449,1570.0
1678145680.7820625,438721,960.0
1678146601.9785604,444855,1170.0
1678147564.737929,451559,786.6666870117188
1678148493.3271368,458137,1166.6666259765625
1678149391.8839839,464385,1153.3333740234375
1678150335.3966768,471777,1140.0
1678151269.2982872,477753,1776.6666259765625
1678152198.251467,483915,933.3333129882812
1678153176.7847068,490763,1133.3333740234375
1678154135.4805233,497653,1050.0
1678155066.669788,504407,1096.6666259765625
1678155961.6489792,510915,533.3333129882812
1678156924.1020155,518077,823.3333129882812
1678157861.478826,524187,993.3333129882812
1678158846.9290369,531059,1483.3333740234375
1678159799.6931663,537465,1360.0
1678160798.005796,544569,960.0
1678161748.3203762,550129,1430.0
1678162741.312886,557197,1166.6666259765625
1678163697.1731408,563923,683.3333129882812
1678164611.1760247,570283,976.6666870117188
1678165613.6514304,577029,1256.6666259765625
1678166590.5680041,583651,1456.6666259765625
1678167568.5549695,590351,1186.6666259765625
1678168590.5610478,597357,1346.6666259765625
1678169589.8695524,604267,1113.3333740234375
1678170585.0504057,610741,1136.6666259765625
1678171569.1072392,617343,2080.0
1678172510.5550382,623415,1236.6666259765625
1678173473.3671913,630335,1136.6666259765625
1678174448.287626,636435,1300.0
